,Buy Date,Stocks,Sell Date,Invested Amount (Rs.),Profit & Loss (Rs.),Returns (%),Opening Balance (Rs.),Closing Balance (Rs.),Position
42,28-12-2021,29,07-01-2022,50732.07678222656,-1503.7130126953125,-2.9640281022797033,51809.16974258423,50305.456729888916,Closed
43,10-01-2022,28,24-01-2022,49027.44970703125,-1029.4443359375,-2.0997305429694024,50305.456729888916,49276.012393951416,Closed
44,17-03-2022,27,02-05-2022,49085.149658203125,14022.97998046875,28.568681318312382,49276.012393951416,63298.992374420166,Closed
45,02-06-2022,28,13-06-2022,61806.03515625,-3626.84765625,-5.868112470054221,63298.992374420166,59672.144718170166,Closed
46,15-06-2022,27,22-09-2022,58929.70166015625,41360.29541015625,70.18582182662043,59672.144718170166,101032.44012832642,Closed
47,01-11-2022,28,23-11-2022,100069.6005859375,9168.22265625,9.16184595778069,101032.44012832642,110200.66278457642,Closed
48,20-03-2023,61,18-05-2023,110046.96362304688,5185.461669921875,4.712044293819928,110200.66278457642,115386.12445449829,Closed
49,22-05-2023,49,07-06-2023,113921.9853515625,5556.272216796875,4.87726069700265,115386.12445449829,120942.39667129517,Closed
50,25-07-2023,49,14-08-2023,120865.84521484375,-521.84521484375,-0.43175573208142914,120942.39667129517,120420.55145645142,Closed
51,11-09-2023,46,18-09-2023,120287.69775390625,-5175.0,-4.302185590572538,120420.55145645142,115245.55145645142,Closed
