,Buy Date,Stocks,Sell Date,Invested Amount (Rs.),Profit & Loss (Rs.),Returns (%),Opening Balance (Rs.),Closing Balance (Rs.),Position
0,21-02-2014,283,07-04-2014,9979.16788482666,5167.498558044434,51.782860231278626,10000.0,15167.498558044434,Closed
1,03-07-2014,216,09-07-2014,15118.782165527344,-1568.4834594726562,-10.374403455914516,15167.498558044434,13599.015098571777,Closed
2,07-08-2014,203,01-09-2014,13590.531883239746,732.1734466552734,5.387378896908457,13599.015098571777,14331.18854522705,Closed
3,03-11-2014,204,25-11-2014,14312.3232421875,-663.6692504882812,-4.637047663457084,14331.18854522705,13667.51929473877,Closed
4,30-12-2014,197,26-02-2015,13645.004981994629,5910.181861877441,43.31388570159018,13667.51929473877,19577.70115661621,Closed
5,13-04-2015,205,29-05-2015,19572.95181274414,1316.101188659668,6.724081279364014,19577.70115661621,20893.80234527588,Closed
6,02-07-2015,446,21-08-2015,20884.670013427734,-1543.9405136108398,-7.39269767067503,20893.80234527588,19349.86183166504,Closed
7,06-10-2015,435,29-10-2015,19334.733123779297,1608.3570098876953,8.318485699239453,19349.86183166504,20958.218841552734,Closed
8,24-12-2015,470,08-01-2016,20915.227699279785,-558.5642623901367,-2.6706104777877715,20958.218841552734,20399.654579162598,Closed
9,10-02-2016,533,12-02-2016,20368.572715759277,-2294.4533348083496,-11.264674097822859,20399.654579162598,18105.201244354248,Closed
10,18-03-2016,497,04-05-2016,18087.162517547607,2915.508731842041,16.11921565371852,18105.201244354248,21020.70997619629,Closed
11,14-06-2016,499,27-06-2016,21007.263458251953,-879.1890258789062,-4.1851668477721145,21020.70997619629,20141.520950317383,Closed
12,28-06-2016,463,13-07-2016,20134.429553985596,222.4782257080078,1.1049641367364638,20141.520950317383,20363.99917602539,Closed
13,19-09-2016,544,29-09-2016,20331.2529296875,-1481.2764892578125,-7.28571177772751,20363.99917602539,18882.722686767578,Closed
14,30-11-2016,519,26-12-2016,18856.569717407227,457.21155166625977,2.4246804085696905,18882.722686767578,19339.934238433838,Closed
15,06-06-2017,282,23-06-2017,19279.5059967041,-255.95407104492188,-1.3275966256017013,19339.934238433838,19083.980167388916,Closed
16,03-07-2017,261,06-07-2017,19021.308906555176,-181.15596771240234,-0.9523843422256428,19083.980167388916,18902.824199676514,Closed
17,12-07-2017,250,24-07-2017,18860.334396362305,-140.1519775390625,-0.7431044147663379,18902.824199676514,18762.67222213745,Closed
18,31-08-2017,263,22-09-2017,18711.44512939453,-1524.5841445922852,-8.147869574206524,18762.67222213745,17238.088077545166,Closed
19,25-10-2017,251,23-11-2017,17204.27749633789,3341.157913208008,19.420506986818875,17238.088077545166,20579.245990753174,Closed
20,04-04-2018,253,02-05-2018,20566.559394836426,124.72804260253906,0.6064604205691992,20579.245990753174,20703.974033355713,Closed
21,14-06-2018,244,27-06-2018,20656.908721923828,-2906.9251403808594,-14.072411218507487,20703.974033355713,17797.048892974854,Closed
22,13-07-2018,213,09-08-2018,17722.83602142334,9333.752563476562,52.66511833768555,17797.048892974854,27130.801456451416,Closed
23,15-10-2018,180,06-11-2018,27115.979919433594,2134.412841796875,7.871420646196814,27130.801456451416,29265.21429824829,Closed
24,05-03-2019,208,25-03-2019,29145.05419921875,-1531.241943359375,-5.253865485693354,29265.21429824829,27733.972354888916,Closed
25,01-04-2019,185,10-04-2019,27686.392135620117,-1572.1527862548828,-5.678431406135509,27733.972354888916,26161.819568634033,Closed
26,20-05-2019,174,10-06-2019,26126.14141845703,-343.8767395019531,-1.316217094572636,26161.819568634033,25817.94282913208,Closed
27,03-07-2019,167,05-07-2019,25677.42218017578,-1369.6823425292969,-5.334189440506831,25817.94282913208,24448.260486602783,Closed
28,09-09-2019,175,01-10-2019,24439.590072631836,476.99623107910156,1.9517358092403292,24448.260486602783,24925.256717681885,Closed
29,15-10-2019,162,14-11-2019,24888.090454101562,7594.882141113281,30.51613041635197,24925.256717681885,32520.138858795166,Closed
30,15-01-2020,151,03-02-2020,32417.556747436523,643.5610046386719,1.9852236541224366,32520.138858795166,33163.69986343384,Closed
31,22-05-2020,240,17-06-2020,33091.40625,2168.551025390625,6.55321508251292,33163.69986343384,35332.25088882446,Closed
32,01-07-2020,224,02-07-2020,35257.564453125,123.005859375,0.34887792529894046,35332.25088882446,35455.25674819946,Closed
33,28-07-2020,204,08-09-2020,35348.017822265625,21212.88720703125,60.01153250994828,35455.25674819946,56668.14395523071,Closed
34,12-10-2020,179,28-10-2020,56358.080078125,625.5112609863281,1.1098874555684368,56668.14395523071,57293.65521621704,Closed
35,01-12-2020,136,16-12-2020,57287.347900390625,5614.681640625,9.80091040413955,57293.65521621704,62908.33685684204,Closed
36,09-04-2021,52,13-04-2021,62373.669921875,-4934.7568359375,-7.911602511313576,62908.33685684204,57973.58002090454,Closed
37,11-06-2021,36,15-06-2021,57566.109375,-2255.41845703125,-3.917962289823851,57973.58002090454,55718.16156387329,Closed
38,06-08-2021,36,20-08-2021,55268.28369140625,-3832.259765625,-6.933922151486827,55718.16156387329,51885.90179824829,Closed
39,27-08-2021,34,14-09-2021,51158.383056640625,242.87255859375,0.4747463545218933,51885.90179824829,52128.77435684204,Closed
40,13-10-2021,33,25-10-2021,51752.23388671875,-1236.3599853515625,-2.388998295335132,52128.77435684204,50892.41437149048,Closed
41,09-11-2021,31,29-11-2021,50652.100341796875,916.75537109375,1.809905936590095,50892.41437149048,51809.16974258423,Closed
